ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,MODELO,tipo_juego,ACCESIBLE,AREA
9492616,CIRCUITO DEPORTIVO ELEMENTAL,83,PEÑAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,437910.559,4482004.369,ETRS89,40.48641363,-3.73260739,CALLE,ARROYO DEL MONTE,17,28035.0,ARROYO DEL MONTE 17,31055760.0,14-02-2024,D0877,AE21,,DEPORTIVAS,,9492616
9438374,CIRCUITO DEPORTIVO ELEMENTAL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439964.516,4481434.502,ETRS89,40.48143113,-3.70832011,CALLE,SANTIAGO DE COMPOSTELA,62,28029.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,01-01-1970,D0876,AE21,,DEPORTIVAS,,9438374
9438374,CIRCUITO DEPORTIVO ELEMENTAL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439964.516,4481434.502,ETRS89,40.48143113,-3.70832011,CALLE,SANTIAGO DE COMPOSTELA,62,28029.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,01-01-1970,D0876,AE21,,DEPORTIVAS,,9438374
9438374,CIRCUITO DEPORTIVO ELEMENTAL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439964.516,4481434.502,ETRS89,40.48143113,-3.70832011,CALLE,SANTIAGO DE COMPOSTELA,62,28029.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,01-01-1970,D0876,AE21,,DEPORTIVAS,,9438374
9438309,CIRCUITO DEPORTIVO ELEMENTAL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440362.071,4481515.544,ETRS89,40.48218984,-3.70363757,CALLE,PEDRO RICO,49,28034.0,CV  C/FINISTERRE,20098055.0,26-03-2024,D0875,AE21,,DEPORTIVAS,,9438309
9438309,CIRCUITO DEPORTIVO ELEMENTAL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440362.071,4481515.544,ETRS89,40.48218984,-3.70363757,CALLE,PEDRO RICO,49,28034.0,CV  C/FINISTERRE,20098055.0,26-03-2024,D0875,AE21,,DEPORTIVAS,,9438309
9407936,VARIOS JUEGOS EN CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435355.049,4469531.535,ETRS89,40.37385913,-3.76148951,PARQUE,CRUCES,,28044.0,PARQUE CRUCES,31050612.0,2023-08-01 00:00:00,C118609,AE21,,DEPORTIVAS,,
9407914,VARIOS JUEGOS EN CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435358.623,4469507.565,ETRS89,40.37364348,-3.76144498,PARQUE,CRUCES,,28044.0,PARQUE CRUCES,31050612.0,2023/08/01,C118606,AE21,,DEPORTIVAS,,
9407910,VARIOS JUEGOS EN CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435336.53,4469529.89,ETRS89,40.37384288,-3.76170747,PARQUE,CRUCES,,28044.0,PARQUE CRUCES,31050612.0,2023/08/01,C118603,AE21,,DEPORTIVAS,,
9407821,VARIOS JUEGOS EN CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435898.804,4469724.458,ETRS89,40.37563906,-3.75510424,PARQUE,CAMINO DE LAS CRUCES,,28044.0,PARQUE CAMINO DE LAS CRUCES,11077627.0,FECHA_INCORRECTA,C118508,AE21,,DEPORTIVAS,,
9407759,VARIOS JUEGOS EN CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435915.539,4469735.703,ETRS89,40.37574165,-3.75490825,PARQUE,CAMINO DE LAS CRUCES,,28044.0,PARQUE CAMINO DE LAS CRUCES,11077627.0,08-01-2023,C118504,AE21,,DEPORTIVAS,,
9407627,VARIOS JUEGOS EN CDE,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435906.775,4469728.334,ETRS89,40.37567459,-3.75501074,PARQUE,CAMINO DE LAS CRUCES,,28044.0,PARQUE CAMINO DE LAS CRUCES,11077627.0,01/08/23,C118501,AE21,,DEPORTIVAS,,
451531,CIRCUITO DEPORTIVO ELEMENTAL,101,LOS CARMENES,10.0,LATINA,OPERATIVO,438156.422,4472917.16,ETRS89,40.40457098,-3.72882185,AVENIDA,CAPRICHOS,14,28005.0,PARQUE CARAMUEL,20148982.0,01-01-2004,D1055,AE21,,DEPORTIVAS,,451531
9397047,CIRCUITO DEPORTIVO ELEMENTAL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,442626.712,4470503.1,ETRS89,40.38314383,-3.67592594,RONDA,SUR,2,28053.0,C/ LAGARTERA,31012755.0,28-11-2023,D1373,AE21,,DEPORTIVAS,,9397047
9397047,CIRCUITO DEPORTIVO ELEMENTAL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,442626.712,4470503.1,ETRS89,40.38314383,-3.67592594,RONDA,SUR,2,28053.0,C/ LAGARTERA,31012755.0,28-11-2023,D1373,AE21,,DEPORTIVAS,,9397047
9397047,CIRCUITO DEPORTIVO ELEMENTAL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,442626.712,4470503.1,ETRS89,40.38314383,-3.67592594,RONDA,SUR,2,28053.0,C/ LAGARTERA,31012755.0,28-11-2023,D1373,AE21,,DEPORTIVAS,,9397047
9397047,CIRCUITO DEPORTIVO ELEMENTAL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,442626.712,4470503.1,ETRS89,40.38314383,-3.67592594,RONDA,SUR,2,28053.0,C/ LAGARTERA,31012755.0,28-11-2023,D1373,AE21,,DEPORTIVAS,,9397047
9397047,CIRCUITO DEPORTIVO ELEMENTAL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,442626.712,4470503.1,ETRS89,40.38314383,-3.67592594,RONDA,SUR,2,28053.0,C/ LAGARTERA,31012755.0,28-11-2023,D1373,AE21,,DEPORTIVAS,,9397047
9397047,CIRCUITO DEPORTIVO ELEMENTAL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,442626.712,4470503.1,ETRS89,40.38314383,-3.67592594,RONDA,SUR,2,28053.0,C/ LAGARTERA,31012755.0,28-11-2023,D1373,AE21,,DEPORTIVAS,,9397047
9397047,CIRCUITO DEPORTIVO ELEMENTAL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,442626.712,4470503.1,ETRS89,40.38314383,-3.67592594,RONDA,SUR,2,28053.0,C/ LAGARTERA,31012755.0,28-11-2023,D1373,AE21,,DEPORTIVAS,,9397047
9396658,CIRCUITO DEPORTIVO ELEMENTAL,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444884.159,4475243.982,ETRS89,40.42600489,-3.64974271,CALLE,SANTA FELICIDAD,20,28030.0,CV C/MARIA TERESA SAEZ DE HEREDIA,11103833.0,15-09-2023,D1557,AE21,,DEPORTIVAS,,9396658
9396658,CIRCUITO DEPORTIVO ELEMENTAL,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444884.159,4475243.982,ETRS89,40.42600489,-3.64974271,CALLE,SANTA FELICIDAD,20,28030.0,CV C/MARIA TERESA SAEZ DE HEREDIA,11103833.0,15-09-2023,D1557,AE21,,DEPORTIVAS,,9396658
9393810,VARIOS JUEGOS EN CDE,213,CASCO HISTORICO DE BARAJAS,21.0,BARAJAS,OPERATIVO,451156.281,4480242.898,ETRS89,40.47143023,-3.57619095,,AYERBE,22,28042.0,"AYERBE, 22",20078838.0,11-03-2023,D216205,AE21,,DEPORTIVAS,,
9392926,VARIOS JUEGOS EN CDE,212,AEROPUERTO,21.0,BARAJAS,OPERATIVO,451072.723,4480229.103,ETRS89,40.47130104,-3.57717554,,AYERBE,23,28042.0,"AYERBE, 23",20152036.0,11-03-2023,D216304,AE21,,DEPORTIVAS,,
9392924,VARIOS JUEGOS EN CDE,212,AEROPUERTO,21.0,BARAJAS,OPERATIVO,451075.236,4480231.882,ETRS89,40.47132622,-3.57714611,,AYERBE,23,28042.0,"AYERBE, 23",20152036.0,2023/11/03,D216303,AE21,,DEPORTIVAS,,
9392921,VARIOS JUEGOS EN CDE,212,AEROPUERTO,21.0,BARAJAS,OPERATIVO,451079.073,4480233.866,ETRS89,40.47134432,-3.577101,,AYERBE,23,28042.0,"AYERBE, 23",20152036.0,2023-11-03 00:00:00,D216302,AE21,,DEPORTIVAS,,
9391954,CIRCUITO DEPORTIVO ELEMENTAL,126,ZOFIO,12.0,USERA,OPERATIVO,439527.076,4470583.255,ETRS89,40.38364671,-3.71244836,AVENIDA,RAFAELA YBARRA,4,28026.0,RAFAELA YBARRA 4,20025114.0,18-12-2023,D1270,AE21,,DEPORTIVAS,,9391954
9391954,CIRCUITO DEPORTIVO ELEMENTAL,126,ZOFIO,12.0,USERA,OPERATIVO,439527.076,4470583.255,ETRS89,40.38364671,-3.71244836,AVENIDA,RAFAELA YBARRA,4,28026.0,RAFAELA YBARRA 4,20025114.0,18-12-2023,D1270,AE21,,DEPORTIVAS,,9391954
9391954,CIRCUITO DEPORTIVO ELEMENTAL,126,ZOFIO,12.0,USERA,OPERATIVO,439527.076,4470583.255,ETRS89,40.38364671,-3.71244836,AVENIDA,RAFAELA YBARRA,4,28026.0,RAFAELA YBARRA 4,20025114.0,18-12-2023,D1270,AE21,,DEPORTIVAS,,9391954
9389731,VARIOS JUEGOS EN CDE,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449095.027,4474894.098,ETRS89,40.42312122,-3.60007683,,CV SOFIA,,28022.0,CV SOFIA,20150424.0,09/08/2023,C208801,AE21,,DEPORTIVAS,,
9389678,VARIOS JUEGOS EN CDE,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449135.905,4475560.585,ETRS89,40.42912786,-3.5996483,PASEO,DE GINEGRA,,28022.0,PASEO DE GINEGRA,20122420.0,08-09-2023,C208710,AE21,,DEPORTIVAS,,
9389675,VARIOS JUEGOS EN CDE,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449140.535,4475547.785,ETRS89,40.42901283,-3.5995927,PASEO,DE GINEGRA,,28022.0,PASEO DE GINEGRA,20122420.0,09/08/2023,C208708,AE21,,DEPORTIVAS,,
9389622,VARIOS JUEGOS EN CDE,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449134.053,4475575.699,ETRS89,40.4292639,-3.59967134,PASEO,DE GINEGRA,,28022.0,PASEO DE GINEGRA,20122420.0,08-09-2023,C208705,AE21,,DEPORTIVAS,,
9383249,BARRAS PARALELAS EN CDE,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449103.995,4475745.638,ETRS89,40.43079298,-3.60003929,,ESTOCOLMO,26,28022.0,ESTOCOLMO 26,20119749.0,11-28-2022,D205015,AE21,,DEPORTIVAS,,
9295425,CIRCUITO DEPORTIVO ELEMENTAL,124,ALMENDRALES,12.0,USERA,OPERATIVO,440390.189,4470230.07,ETRS89,40.38052723,-3.70224747,CALLE,CRISTO DE LA VICTORIA,33,28005.0,CV CRISTO DE LEPANTO,11085828.0,23-06-2023,D1268,AE21,,DEPORTIVAS,,9295425
9295425,CIRCUITO DEPORTIVO ELEMENTAL,124,ALMENDRALES,12.0,USERA,OPERATIVO,440390.189,4470230.07,ETRS89,40.38052723,-3.70224747,CALLE,CRISTO DE LA VICTORIA,33,28005.0,CV CRISTO DE LEPANTO,11085828.0,23-06-2023,D1268,AE21,,DEPORTIVAS,,9295425
9295425,CIRCUITO DEPORTIVO ELEMENTAL,124,ALMENDRALES,12.0,USERA,OPERATIVO,440390.189,4470230.07,ETRS89,40.38052723,-3.70224747,CALLE,CRISTO DE LA VICTORIA,33,28005.0,CV CRISTO DE LEPANTO,11085828.0,23-06-2023,D1268,AE21,,DEPORTIVAS,,9295425
9295425,CIRCUITO DEPORTIVO ELEMENTAL,124,ALMENDRALES,12.0,USERA,OPERATIVO,440390.189,4470230.07,ETRS89,40.38052723,-3.70224747,CALLE,CRISTO DE LA VICTORIA,33,28005.0,CV CRISTO DE LEPANTO,11085828.0,23-06-2023,D1268,AE21,,DEPORTIVAS,,9295425
17847,AREA INFANTIL,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445241.953,4473319.936,ETRS89,40.40869559,-3.64535941,CALLE,CAMINO DE LOS VINATEROS,107 C,28030.0,"CAMINO DE LOS VINATEROS, 000107  C",31046138.0,01-01-2005,14032,AE21,,DEPORTIVAS,,17847
17847,AREA INFANTIL,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445241.953,4473319.936,ETRS89,40.40869559,-3.64535941,CALLE,CAMINO DE LOS VINATEROS,107 C,28030.0,"CAMINO DE LOS VINATEROS, 000107  C",31046138.0,01-01-2005,14032,AE21,,DEPORTIVAS,,17847
17847,AREA INFANTIL,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445241.953,4473319.936,ETRS89,40.40869559,-3.64535941,CALLE,CAMINO DE LOS VINATEROS,107 C,28030.0,"CAMINO DE LOS VINATEROS, 000107  C",31046138.0,01-01-2005,14032,AE21,,DEPORTIVAS,,17847
9295061,VARIOS JUEGOS EN CDE,56,CASTILLA,5.0,CHAMARTIN,OPERATIVO,441908.415,4481209.367,ETRS89,40.4795413,-3.68536625,PASEO,DE LA CASTELLANA,296,28046.0,PASEO DE LA CASTELLANA 296,11027373.0,26/07/2023,C050711,AE21,,DEPORTIVAS,,
9536964,CIRCUITO DEPORTIVO ELEMENTAL,125,MOSCARDO,12.0,USERA,OPERATIVO,440121.916,4471481.691,ETRS89,40.39178324,-3.70552534,CALLE,MARIBLANCA,14,28005.0,C/TORERO,11084099.0,31-01-2024,D1271,AE21,,DEPORTIVAS,,9536964
9536964,CIRCUITO DEPORTIVO ELEMENTAL,125,MOSCARDO,12.0,USERA,OPERATIVO,440121.916,4471481.691,ETRS89,40.39178324,-3.70552534,CALLE,MARIBLANCA,14,28005.0,C/TORERO,11084099.0,31-01-2024,D1271,AE21,,DEPORTIVAS,,9536964
5178865,AREA INFANTIL,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,448856.96,4476301.03,ETRS89,40.43578115,-3.60299626,AVENIDA,ARCENTALES,37,28022.0,,31042673.0,01-07-2019,20211,AE21,,DEPORTIVAS,,5178865
9494172,CIRCUITO DEPORTIVO ELEMENTAL,65,VALDEACEDERAS,6.0,TETUAN,OPERATIVO,439941.714,4479626.547,ETRS89,40.46514275,-3.70841793,PASEO,DIRECCION,190,28039.0,PASEO DE LA DIRECCIÓN 215,31028286.0,19-03-2024,D0658,AE21,,DEPORTIVAS,,9494172
9494172,CIRCUITO DEPORTIVO ELEMENTAL,65,VALDEACEDERAS,6.0,TETUAN,OPERATIVO,439941.714,4479626.547,ETRS89,40.46514275,-3.70841793,PASEO,DIRECCION,190,28039.0,PASEO DE LA DIRECCIÓN 215,31028286.0,19-03-2024,D0658,AE21,,DEPORTIVAS,,9494172
9494172,CIRCUITO DEPORTIVO ELEMENTAL,65,VALDEACEDERAS,6.0,TETUAN,OPERATIVO,439941.714,4479626.547,ETRS89,40.46514275,-3.70841793,PASEO,DIRECCION,190,28039.0,PASEO DE LA DIRECCIÓN 215,31028286.0,19-03-2024,D0658,AE21,,DEPORTIVAS,,9494172
16888,AREA INFANTIL,54,HISPANOAMERICA,5.0,CHAMARTIN,OPERATIVO,442738.874,4478603.439,ETRS89,40.45612362,-3.67533393,CALLE,CALLE PUERTO RICO 27,27,28016.0,"CALLE PUERTO RICO 27 , ASCENDIENTE 1: 054 · H",11025193.0,01-02-2006,5021,AE21,,DEPORTIVAS,,16888
16888,AREA INFANTIL,54,HISPANOAMERICA,5.0,CHAMARTIN,OPERATIVO,442738.874,4478603.439,ETRS89,40.45612362,-3.67533393,CALLE,CALLE PUERTO RICO 27,27,28016.0,"CALLE PUERTO RICO 27 , ASCENDIENTE 1: 054 · H",11025193.0,01-02-2006,5021,AE21,,DEPORTIVAS,,16888
16888,AREA INFANTIL,54,HISPANOAMERICA,5.0,CHAMARTIN,OPERATIVO,442738.874,4478603.439,ETRS89,40.45612362,-3.67533393,CALLE,CALLE PUERTO RICO 27,27,28016.0,"CALLE PUERTO RICO 27 , ASCENDIENTE 1: 054 · H",11025193.0,01-02-2006,5021,AE21,,DEPORTIVAS,,16888
16888,AREA INFANTIL,54,HISPANOAMERICA,5.0,CHAMARTIN,OPERATIVO,442738.874,4478603.439,ETRS89,40.45612362,-3.67533393,CALLE,CALLE PUERTO RICO 27,27,28016.0,"CALLE PUERTO RICO 27 , ASCENDIENTE 1: 054 · H",11025193.0,01-02-2006,5021,AE21,,DEPORTIVAS,,16888
9492866,CIRCUITO DEPORTIVO ELEMENTAL,54,HISPANOAMERICA,5.0,CHAMARTIN,OPERATIVO,442792.421,4478580.469,ETRS89,40.45592039,-3.67470037,CALLE,PUERTO RICO,29,28016.0,C/PUERTO RICO 29,11025194.0,07-03-2024,D0508,AE21,,DEPORTIVAS,,9492866
9492616,CIRCUITO DEPORTIVO ELEMENTAL,83,PEÑAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,437910.559,4482004.369,ETRS89,40.48641363,-3.73260739,CALLE,ARROYO DEL MONTE,17,28035.0,ARROYO DEL MONTE 17,31055760.0,14-02-2024,D0877,AE21,,DEPORTIVAS,,9492616
9438374,CIRCUITO DEPORTIVO ELEMENTAL,84,PILAR,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439964.516,4481434.502,ETRS89,40.48143113,-3.70832011,CALLE,SANTIAGO DE COMPOSTELA,62,28029.0,CV C/PINTOR FRANCISCO LLORENS,11045726.0,01-01-1970,D0876,AE21,,DEPORTIVAS,,9438374
9294651,ESCALERA HORIZONTAL EN CDE,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445383.501,4473556.697,ETRS89,40.41083778,-3.64371159,PARQUE,Z,,28030.0,PARQUE Z,11101695.0,21/07/23,D146105,AE21,,DEPORTIVAS,,
9294649,BANCO DE ABDOMINALES EN CDE,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445382.972,4473556.697,ETRS89,40.41083774,-3.64371783,PARQUE,Z,,28030.0,PARQUE Z,11101695.0,2023/07/21,D146103,AE21,,DEPORTIVAS,,
9294596,BARRA DEFFLEXIONES EN CDE,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445357.175,4473569.695,ETRS89,40.41095314,-3.64402297,AVENIDA,DOCTOR GARCIA TAPIA,86,28030.0,,11101695.0,FECHA_INCORRECTA,D146008,AE21,,DEPORTIVAS,,
9294593,BARRA DE ESTIRAMIENTOS EN CDE,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445364.715,4473570.654,ETRS89,40.41096228,-3.64393419,PARQUE,Z,,28030.0,PARQUE Z,11101695.0,07-21-2023,D146006,AE21,,DEPORTIVAS,,
9294589,BARRAS PARALELAS EN CDE,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445359.821,4473568.141,ETRS89,40.41093932,-3.64399165,PARQUE,Z,,28030.0,PARQUE Z,11101695.0,21/07/23,D146002,AE21,,DEPORTIVAS,,
17666,AREA INFANTIL,122,ORCASUR,12.0,USERA,OPERATIVO,440451.37,4469431.835,ETRS89,40.37334067,-3.70145219,CALLE,MADRE ROSA BLANCO,2,28041.0,"MADRE ROSA BLANCO, 000002",31018991.0,27-11-2008,12106,AE21,,DEPORTIVAS,,17666
17666,AREA INFANTIL,122,ORCASUR,12.0,USERA,OPERATIVO,440451.37,4469431.835,ETRS89,40.37334067,-3.70145219,CALLE,MADRE ROSA BLANCO,2,28041.0,"MADRE ROSA BLANCO, 000002",31018991.0,27-11-2008,12106,AE21,,DEPORTIVAS,,17666
17666,AREA INFANTIL,122,ORCASUR,12.0,USERA,OPERATIVO,440451.37,4469431.835,ETRS89,40.37334067,-3.70145219,CALLE,MADRE ROSA BLANCO,2,28041.0,"MADRE ROSA BLANCO, 000002",31018991.0,27-11-2008,12106,AE21,,DEPORTIVAS,,17666
17666,AREA INFANTIL,122,ORCASUR,12.0,USERA,OPERATIVO,440451.37,4469431.835,ETRS89,40.37334067,-3.70145219,CALLE,MADRE ROSA BLANCO,2,28041.0,"MADRE ROSA BLANCO, 000002",31018991.0,27-11-2008,12106,AE21,,DEPORTIVAS,,17666
7591554,AREA DE MAYORES,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435547.84,4469648.67,ETRS89,40.37492926,-3.75923054,CALLE,MASCARAQUE,42,28044.0,,11077854.0,29-12-2020,M1122,AE21,,DEPORTIVAS,,7591554
7591554,AREA DE MAYORES,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435547.84,4469648.67,ETRS89,40.37492926,-3.75923054,CALLE,MASCARAQUE,42,28044.0,,11077854.0,29-12-2020,M1122,AE21,,DEPORTIVAS,,7591554
9293991,CIRCUITO DEPORTIVO ELEMENTAL,107,AGUILAS,10.0,LATINA,OPERATIVO,435467.507,4469640.618,ETRS89,40.37485051,-3.76017595,CALLE,MASCARAQUE,38,28044.0,PARQUE DE LAS CRUCES,11077852.0,08-01-2023,D1167,AE21,,DEPORTIVAS,,9293991
9292077,CIRCUITO DEPORTIVO ELEMENTAL,27,ATOCHA,2.0,ARGANZUELA,OPERATIVO,442351.53,4471898.528,ETRS89,40.39569564,-3.67929399,CALLE,MENDEZ ALVARO,77 A,28045.0,PEDRO BOSCH,20112157.0,21-07-2023,D0257,AE21,,DEPORTIVAS,,9292077
9292077,CIRCUITO DEPORTIVO ELEMENTAL,27,ATOCHA,2.0,ARGANZUELA,OPERATIVO,442351.53,4471898.528,ETRS89,40.39569564,-3.67929399,CALLE,MENDEZ ALVARO,77 A,28045.0,PEDRO BOSCH,20112157.0,21-07-2023,D0257,AE21,,DEPORTIVAS,,9292077
9277882,CIRCUITO DEPORTIVO ELEMENTAL,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444341.778,4475724.157,ETRS89,40.43029445,-3.65617831,AVENIDA,DAROCA,15,28030.0,PLAZA BAMI,11104596.0,01-01-1970,D1556,AE21,,DEPORTIVAS,,9277882
9277882,CIRCUITO DEPORTIVO ELEMENTAL,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444341.778,4475724.157,ETRS89,40.43029445,-3.65617831,AVENIDA,DAROCA,15,28030.0,PLAZA BAMI,11104596.0,01-01-1970,D1556,AE21,,DEPORTIVAS,,9277882
9277882,CIRCUITO DEPORTIVO ELEMENTAL,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444341.778,4475724.157,ETRS89,40.43029445,-3.65617831,AVENIDA,DAROCA,15,28030.0,PLAZA BAMI,11104596.0,01-01-1970,D1556,AE21,,DEPORTIVAS,,9277882
9277882,CIRCUITO DEPORTIVO ELEMENTAL,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444341.778,4475724.157,ETRS89,40.43029445,-3.65617831,AVENIDA,DAROCA,15,28030.0,PLAZA BAMI,11104596.0,01-01-1970,D1556,AE21,,DEPORTIVAS,,9277882
9277882,CIRCUITO DEPORTIVO ELEMENTAL,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444341.778,4475724.157,ETRS89,40.43029445,-3.65617831,AVENIDA,DAROCA,15,28030.0,PLAZA BAMI,11104596.0,01-01-1970,D1556,AE21,,DEPORTIVAS,,9277882
9277882,CIRCUITO DEPORTIVO ELEMENTAL,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444341.778,4475724.157,ETRS89,40.43029445,-3.65617831,AVENIDA,DAROCA,15,28030.0,PLAZA BAMI,11104596.0,01-01-1970,D1556,AE21,,DEPORTIVAS,,9277882
